rating,review_title,review_content,travel_date,legroom,seat_comfort,inflight_entertainment,customer_service,value_for_money,cleanliness,checkin_and_boarding,food_and_beverage
5,A 5 star Qantas flight,"We used our points to fly to Jakarta to pick up a cheap flight to Europe. The business seats on the A330 are comfy and great movie selection. The food was tasty, but clumsy presentation and my main dish did not match the menu description... they will ask for this to be sorted.

The reason for the 5 stars is thanks to one flight attendant, Joey. Once I told him that my mum loves Qantas and now can’t fly due age, he found us a hat, keyring, amenity bag, PJs, playing card and wrote out a card for her. So thoughtful. Nice to see a Qantas staff member with a personality.

Priority bags came off fast in Jakarta.",March 2024,5,5,5,5,4,5,5,4
1,ANYONE BUT QUANTAS,"On the night of 13th March 2024 we were out in Queenstown (NZ) enjoying a meal when at 9.45pm I missed a call from Quantas. I then started to receive emails but as my phone was on silent these went unnoticed.
I took my phone out for a photo and noticed the missed call. I subsequently telephoned the number. I was informed by the Quantas desk that due to industrial action our flight the next day (1535) to Sydney had been 'cancelled' and we were now scheduled to fly to Auckland and we had to be at the airport by 7am the next day, which was 9 hrs later. At no point was I asked or offered an alternative flight or given a choice.
Given it was our last night in Queenstown and we were out enjoying ourselves this had to be quickly curtailed so we could arrange a taxi for the morning. The following day we were due to leave at 1300hrs for the airport so we had booked an early 9.30 shotover jet ride. Given the time frame we could not cancel, had to rearrange the taxi and miss the hotel breakfast.
We arrived at the airport and explained to the Air New Zealand Rep that due to the flight cancellation we had been booked on a flight to Auckland. The Rep was very surprised and said the flight had not been cancelled and was confirmed. By this stage we could not return to our hotel and had to continued with the arranged flight to Auckland, which it was then announced was delayed.
We were instructed to collect the proceeding flight tickets from the Emirates Desk at Auckland Airport (there isn't one) when we arrived.
On arriving we found firstly there are no flight desks, only baggage drops, which only open 4hrs before the flights. We arrived at 12.50 and our onward flight was not until 9.05pm.
I check the flight schedule and found we could have been placed on a later flight to Auckland at 17.20 (our bags would have been checked in) which would have allowed us to enjoy our planned day and trips, instead our previous night was ruined, it was almost impossible to sleep the night before. We had to scramble for a taxi, miss breakfast and then had to wait an inordinate time at Auckland airport. Not even able to go through to departures.
would I use Quantas again....No you cannot TRUST them.",March 2024,1,1,1,1,1,1,1,1
1,Misleading and Illegal Conduct,"Do not attempt to change your flight! Their customer service is prone to illegal conduct and will mislead you. I was under-quoted for a flight change which I paid, only to be told that they had made a mistake in quoting me the fare difference which was actually 5 times the price I paid. This is after my original flight was cancelled and they put me on the new flight. Qantas is now holding my booking until I pay this fare difference despite the illegal deception. Customer service is an absolute joke and I will never be flying with them again. With 1 week to go, I am waiting for my call recording to be reviewed and I will be taking them to court otherwise.",February 2024,-1,-1,-1,-1,-1,-1,-1,-1
5,Rerouted and Refreshed with Great Airport Loune,"My connection in Melbourne was missed through no fault of mine. Quantas let me use their very nice lounge and did a great job rerouting me, including my luggage and with another airline, to get me to Christchurch. Nancy gets a big shoutout.",February 2024,3,4,5,5,5,5,5,4
1,Worst airline I've ever flown,"First, and last time flying this airline. Booked our flights 6 months out and they cancelled and rebooked our flights twice. The second time caused us to have to juggle our vacation plans significantly, costing us money. They charged us another $200 just to choose our seats on the rebooked flight because they said we didn't pay the ""upgrade"" the first time we booked, which we did. The ""upgrade"" charge was only to sit together on our 13 hour flight, not a better seat.

The service was ok, food was horrible. But the worst was the seats, which were extremely narrow. I had to sit with my arms crossed because even tucking my elbows in, my shoulder still got bumped by every person and drink cart that came by.

When sitting, my knees touched the seat in front of me, before they even reclined. I'm 5' 8"", not that tall. I sat like a sardine for 13 hours. It's unconscionable to have that little leg room on an international flight. Thankfully my connecting flight in LA was with Delta, and I had literally 3-4 inches more room on a domestic flight, economy seating. (See photo one vs two)",March 2024,1,1,3,2,1,2,2,1
1,Extremely disappointed,"I was extremely disappointed with my Qantas flight experience. Despite booking two months in advance to visit my parents in Adelaide, the flight was canceled two days before departure. The only options provided were inconvenient and resulted in a shortened visit and a poor seating arrangement near the toilet. This experience significantly impacted our holiday plans and left us feeling let down by the lack of responsibility shown by Qantas.",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,terrible booking operation and customer care,"They change prebooked seat without telling customer and refunding. I happened to know my seat number was changed when I reconfirmed the booking. I had avoided Qantas for long time with my past experience, but I had no choice this time and was hoping nothing would happen but they never disappoint me.",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
2,Disappointing,"A330 Old aircraft. Meals were cold. Staff helpful & friendly, Probably will never fly with Qantas from Bne to Lax again - better options available",March 2024,5,2,2,3,1,2,2,1
5,Long but amazing flight,"Amazing crew staff, always asking if i needed anything as I was traveling with a baby.
Constant food service, and they even catered for my allergy.

Love flying with Qantas!!",February 2024,5,5,5,5,5,3,5,5
1,Terrible baggage experience and no customer service.,"Plane ride was fine, hostess and pilot were fine, food is subpar, luggage delayed on arrival for 6 days could not get into contact with anyone, when finally delivered my brand new travel bag was torn and the extendable handle completed ripped out of the bag and all the make up and perfume smashed inside.
Still no help or response from Qantas.

Will never be flying Qantas again.",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,Avoid Qantas like the Plague,"We were booked to fly business class from Adelaide to Auckland via Melbourne on the 7th March 2023. After check in we noticed that the flight was changed to QF670 and the first leg of the flight was changed from business to economy. When I queried this at the service counter in Adelaide the Qantas staff were unhelpful. We were finally boarded into the last seat of a fully booked flight. My wife had to go to the middle of the flight to put her hand luggage into the overhead locker. She being vertically challenged short the help of the hostess to put the luggage into the locker who point blank refused to do so.
I think that they had two schedule flight from Adelaide to Melbourne at approximately the same time. Both flight were probably not full and therefore cancelled on the fully fill the other. A case of profit dam the customer.",February 2024,1,1,1,1,-1,1,1,2
3,Food not suitable for human consumption,"I have no complaints about processes or staff whatsoever but the food was totally inedible. Scrambled eggs, tomato, sautéed mushrooms and potato. I’m trying to find out if the scrambled eggs are made with some powdered egg substitute because they did not taste or feel like eggs. The whole meal was inedible. I cannot believe they serve rubbish like that. Don’t even bother serving food if it’s going to be peasant slop. What an insult to be served that muck! Sort yourself out qantas. Taste the food you serve. Not happy at all!!",March 2024,2,2,2,4,3,5,4,1
4,Pretty good experience overall,"Hadn't flown with Qantas for some years but their deals for a trip to Perth back to UK were the best both for arrival / departure times & total cost when we booked months ahead of travelling

It was only the return legs that were with Qantas as the outbound flights were handled by Emirates .

My only real complaint was the extremely slow checking in at Perth International terminal which was worse than snail pace. It was enough to turn us off from using this airline again before even getting on board!

The flights themselves were fine. Food perfectly acceptable & cabin crew friendly & professional in my view. We had exit row seats which offered plenty of space especially on the final lengthy journey time into Heathrow from Singapore.

In my opinion Qantas sit just below Emirates but well above BA for overall customer experience . Would fly with them again.",March 2024,4,4,3,4,4,4,2,3
1,Qantas - No thank you!,"Due to fly Syd to Cairo tomorrow via SGP. Offered upgrade to Prem Economy at a cost of 70,000 points for wife and self. Our seats were in different rows so declined. Since then on phone for 2.5hrs to get old seats back in Economy. Those seats were no longer available and we were shocked to find our flights from SGP to Cairo were cancelled and our 427,000 points were returned to my account. What a nightmare! Have since found we have seats to SGP but at the arse end of the plane. No clear idea of travel on to Cairo. Would you travel with Qantas after this? Never ever again....",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,Lies at the airport.,"Just when you think they can’t get worse. They do.

Months before the flight Qantas advise the plane will take off later. Ok.
On the morning of flight they say it will be 20 minutes later. Plane coming in 17 minutes late.
Get to gate and they are now 30 minutes late.
Then there is an engineering problem. Later still.
Then they say engineering problem fixed but now refuelling. Later again.
Then they offer coffee vouchers and advise that take off is later again. No reason given.
I go up and ask. Told there is a new engineering issue.
And rudely told “would I expect the captain to fly the plane if it was unsafe?” I pointed out my issue was being told the truth.",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
5,Great assistance for disabled.,"Flew to Melbourne to assist my elderly mother in law fly to Adelaide as she was staying with us for a month.
Required assistance and wheel chair.
All Qantas staff in both Melbourne on leaving and Adelaide were fantastic. They pushed the wheel chair from lounge to aircraft and back. Assisted with hand luggage etc
They polite, chatted with my M-I-L and they were happy. Just wonderful. Gave information and positive suggestions on arrival .
I have nothing but thanks to them all.",March 2024,3,4,3,5,4,4,5,4
1,Are you serious!,"Ah Qantas! You’ve done it again! Another cancelled flight from a regional centre. You say you “understand the inconvenience”, but you don’t. You have no idea how this disrupts my travel plans. You've booked me on another one - how do I know that won’t be cancelled too? You can’t blame it any more on Covid; it is just sheer bad management now?",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
2,Paid extra for a vegetarian meal.,"Will never travel with qantas and indigo again, paid extra for a veg meal but never get it, they will not even try to bring you a suitable meal.",March 2024,2,1,5,1,1,1,4,1
5,Nicky from Hervey Bay airport. Great customer service,There were delays but I was very early. Nicky from Qantas at Hervey bay airport walked up to me without me asking for help and asked me which flight I was on. She then offered to swap my flight to an earlier flight to reduce delay impact all completely without me initiating. Nicky could easily have left me sitting there but went out of her way to maximise customer service and I appreciated that alot.,March 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,See you next Tuesday Qantas,"Haven’t even left yet but already the worst experience. Booked and paid for extra legroom seat 9 months ago, but have just discovered by accident they have moved me. No notification and now
Sitting apart from my sister. We specifically booked the seats with extra leg room so we could sit together, and customer service don’t give 2 flying f’s and no solution offered. Just reading from a script and zero ability to actually help. An absolute cluster f and will be travelling on a 16+ hour flight next to some random. Thanks Qantas. See you next Tuesday",March 2024,1,1,-1,1,1,-1,-1,-1
1,False promises,"Terrible service, they promise but cannot deliver. We have been waiting for our refund for 8 months after they downgraded our booking. They keep promising us that we will receive it in 4 weeks but after 4 week guess what !! Its clear they have no intention of returning our money. They tell you what you what you want to hear with no intentions so please be aware when booking, they can't always give you what you pay for. False in every way. You should be ashamed of the service you are delivering. If you can't deliver then return the money paid by your customers as it doesn't belong to you Qantas.",June 2023,1,1,2,2,2,2,2,2
1,Worst Airline,"Worst airline u have been to, business class is like other airlines economy. Lost my bags and don’t communicate well. Baggage claim does not answer calls and service desk has no clue what’s going on. Better off spending more money to go any other airline.",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
4,A good flight for once!,I enjoyed the Canberra lounge as it was quiet and food was good. The plane was empty and was one of the Alliance operated E190s. Comfortable seat and used the entertainment app. Snack was cheese and crackers. My priority tagged bag came off second in Hobart. A miracle! Overall a good flight and even arrived early.,March 2024,4,4,5,4,3,4,5,4
3,What is it with Hobart bag drop?,"This was a flight operated by Alliance Airlines for Qantas with the Embraer E190 plane pained in Qantaslink colours.

The experience started badly with ground staff at Hobart no longer acceting check in bag until 2 hours prior to departure - I thought only Jetstar did that? And it is not the case in Canberra so why in Hobart? So I was left for 40 minutes before I could get through to Qantas Club. Annoying and outsourced ground staff just don't care.

The plane itself was good with more legroom that other QF planes and a wine was offered. But the horrid corn chips and salsa have reappeared as the ""food"" on board. I used the entertainment app which was good.

On arrival in Canberra my priority tagged bags (as Gold member) was one of last off. Why do they pretend that they do priority bags? All the non-priority bags were offloaded first.

Well they got me there, but it is just like a bus trip...",February 2024,4,4,4,1,2,4,1,2
4,Overall good experience.,"Cabin crews are very courteous and helpful.
Their Kosher food was not as good as regular food.
I downloaded the Qantas apps beforehand but it did not allow me to check in on way to Sydney and back to USA, which was frustrating.",February 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,How I went from a raving fan to a complete hater of Qantas and why you should never pay for Business Class,"It all started 2 months ago with the best experience of my life. LOL. I saved up a lot and went to the Gold Coast business class. It was magic. I waited 65 years of my life to find out how the other side lives. Large huge seats you could fit 2 people in. Delicious food, perfect service where even the stewards knew you by name when you go on. Faultless and I decided there and then that I only wanted to ever fly this way and that Qantas Business Class was the only way to go no matter what I had to give up to afford it.

Well, it all went downhill this time around. I had to go to the Gold Coast again for my course and I decided to save up and go Business Class again. I looked forward to it all week and was so excited. I went on Friday after work to the Qantas Lounge. It was perfect just like last time. Then that is where it stops.

Got to the plane. Nowhere near the level the last plane was. I might be a little naive as I do not travel much and I thought that all Business class was the same standard. No it it not. Small seats, no separate cabin, bad service and noisy kids. By now, I am thinking ""why did I pay over $1000 for a return domestic one hour flight?"". This is so far removed from Business Class and the experience I had before it is not funny, and I paid more than last time.

So when I got to the Gold Coast, I called Qantas. The person on the other end gave me an email I could complain to and said that children should never have been in Business class. Ok, I would have to deal with it on Monday and I was resigned to having a bad trip on the way home. I did not realise HOW bad. No wonder Qantas has such a low star rating.

I got to Gold Coast airport and Qantas decides not to open their lounge for customers who have paid for this. They open it up one hour before flight and you can only stay there 20 mins because then you have to board your plane. REALLY, but hang on I paid for this??????? So if you come 2 hours beforehand which is what you are supposed to do, you cannot access what you have paid for.

Announcements are given rudely and late. I went to board and then even though I was there before boarding was due to start, they had started early and I did not get priority access and had to wait in the Queue. But I paid for that?????????

Then on the horrible plane, crying baby. When I complained because I am in business class and I have paid extra and I am quiet and not disturbing anyone, I got abused by the Stuart who started to shout. He said that I should keep my voice down because I would upset the people I am complaining about. I said that his voice was louder than mine and that he was the one causing the scene. I merely made a POLITE request. He then said that if I dared answer back to him he would call the police, have me arrested and that anyway he was not giving me any food or drink to teach me a lesson. Apparently if you pay for something, do not get it and other passengers are being disturbing you have no rights to say anything.

True to his form he did. Not only that he broke all codes, yelled at the top of his voice explaining his version to the police so that the whole plane could hear and stopped everyone from disembarking for 15 minutes as he was lying to the police. The police dismissed the whole thing by the way and said that there was nothing to investigate and that I did nothing wrong.

The rude Qantas person on the ground refused to give me the name or number of the person in charge at the airport because they knew they were in the wrong. So I went to speak to the person in charge of International who was horrified and said that he would definitely not let this slide.

The person at Domestic also told me that the person on the phone did not know what they were talking about and children and babies are allowed in upgraded cabins if parents pay or that they even upgrade them as the cabins are smaller and there are less people to disturb then in coach.

So if you pay a fortune to fly an upgraded class, you should expect them to put screaming babies and badly behaved children as they don't want to disturb coach but it is ok to disturb you who has paid 3 times more. You should not complain and ask that other passengers behave because that will get you to have to talk to the police and embarrass you walking through the airport which I guess was the aim of this rude person which should be sacked.

You will also not get Business class but a pretend Business class and you will not get access to a lounge which is what you have paid for. So not quite sure why I paid so much????? Hmmmmm!!!!!!!

I explained to the rude Stewart that I am respectful, I am quiet, I do not disturb anyone, in fact when asked if I wanted the reading light on before take off, I said that I could read with the light in the window as I did not want to disturb the person next to me. That is the level of my respect so expecting the same in return I don't think is too much to ask for. He also said that if others are rude and noisy that is ok, that I should not complain and that I should take a private jet.

Never fly Qantas and definitely don't pay for an upgraded compartment because you will rarely get what you pay a fortune for. If coach is better, has better service and if all screaming kids who can't sit down and be quiet and screaming babies are automatically put into Business because there are less people to disturb there as I was clearly told then what am I paying for?",March 2024,3,3,3,1,1,5,4,3
3,middle of the round experience at best,"Been a few years since i flew QANTAS business, this flight was an A330. Food and drink options was great, service was dependant on who was looking after you, unfortunately for me i lucked out and the flight attendant was rude and not willing to help with the basics (how do i pull out the hidden tray table). Inflight entertainment options were fewer than economy on Emirates, especially when it came to music. Not impressed to be honest given the other carrier options.",January 2024,5,5,2,1,1,4,5,5
5,Enjoyable short flight to Brisbane,"SYD-BNE. Boarding was smooth and there was a good welcome once onboard the aircraft. There were 3 rows of business class seats in 2x2 configuration, the seats were comfortable with a reasonable amount of legroom.

Pushback was on time, shortly after takeoff service started. Dinner was served on the flight, there were two main course options available and I chose the asian style pork which was delicious. The meal came with sourdough bread and boxed carrot cake for dessert. A full bar service was available throughout with plenty of top-ups.

The staff were attentive and friendly, and there was a good amount of announcements during the course of the flight. It was an enjoyable short flight to Brisbane.",February 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas poorest airline in the world!,"To start with a brief summary: Qantas cannot be trusted, they happily take your money but wont adhere to made contracts.

I made a One World around the world booking through Qantas. The journey starts in Stockholm, goes on to Hong Kong and from there to Toronto and New York before returning to Stockholm.

The booking was made in January and Qantas happily took my money for it. Note that all legs were CONFIRMED. A few days ago I received an email that some changes had been made to my booking. And not because of schedule changes, no, I had just simply been moved to much worse connections and even departures on another date than originally booked!

When talking to representatives at Qantas I get attitude. They say ""there is nothing we can do except issue a refund"". I have received no valid explanation as to why they think they can enter a valid contract (by taking my money for confirmed flights) then just breach it without any respect for their customer.

The (invalid) explanations I have been given are that ""it was not us, it was the system"". As if you can blame a ""system"". Ridiculous. The second one ""we don't operate the flights in the booking"". OMG! If you sell something that includes parts from a supplier of yours (flights of other airlines) and confirm the sale to your clients then you have made a contract. If you confirm flights operated by other airlines it is too late to track backwards.

Trying to book the same routing now would cost at least the double to when I booked it. I am currently looking into how to file a complaint in Australia, or maybe even start a legal case there.

I am outraged right now and will not stop my chasing down staff at Qantas who can actually have a conversation, so far I have only talked to extremely unhelpful and unfriendly staff ""advising"" me to get a refund.",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
3,"it went wrong, but went right","our flight QF 20, departed late from manila! recent flight QF 19 arrived late because sydney keeps experiencing delays! so, i missed my next flight! however, when i came back to manila, it was actually good.

this airline is decent, but they could improve!",April 2023,5,5,4,5,3,5,4,5
1,"Dangerous ""Airline"".","Disgusted and lucky to be alive. Once again another Qantas catastrophy. QF64 from South Africa to Sydney on 1/3/24 was a near disaster. Pilot tried to take off while overloaded, caused engine failure, and a rough emergency landing. They off loaded cargo, three passengers disembarked refusing to fly on that plane. With a lightened load and after a 5 hour delay finally took off. Then, to add insult to injury they lost my luggage. That turned into a mission trying to find that.
Terrible on board food, surly staff, dangerous take off and lost luggage. QANTAS should give other airlines lessons on how to screw up on every level. Shocking and disgusted.",March 2024,1,1,1,1,1,1,1,1
2,Goodbye Qantas,"Probably the worst airline I flew in last 5 years.
Service was very poor.
The pilot mentioned smooth flight despite was half way light to moderate turbulence. 4,5 hours.
At Tullamarine, we were at tarmac waiting for another 25 minutes due to waiting the loading truck to move from our gate.
A-330-300 was 24 years old aircraft.
That was my last fly with Qantas. Never ever.",March 2024,2,1,2,1,2,2,2,2
2,Codeshare luggage issues,Flew with Qantas/WESTJET as codeshare partners from CBR-YVR. Unable to clarify baggage policy per either carrier prior to departure then informed our bags would be in breach of excess luggage due to neither carrier recognising each other’s baggage policy. Was charged excess baggage rates at the airport due to the same. Pretty poor performance for Australia’s flagship carrier.,February 2024,4,5,5,1,5,4,2,4
1,"Qantas you have lost your shine, remember we are your customers","I am so disappointed with Qantas , its customer service , have been a FF member for years , travel with Qantas, , had the worst experience.. with Qantas ground crew who were rude and unresponsive , they refuse to board my niece who was a permanent resident of Australia, after showing them all the evidence and cancel her flight leaving her stranded in Singapore. Customer service was supposed to call me in 24 hours took them 3 weeks , it took my minister to intervene to bring her home , causing us additional expense. When they contacted me they insisted I get an authority from my niece which took me more then 7 days so they try to cancel my complain,,,,,,I have requested them to reinstate it. I even wrote to Vanessa Henderson with no reply....:(

I agree with the other reviews about their flights , the seats are tiny, I purchased extra leg, I am a medium built women, the tray was so tight, no room for ipads, the plane was so overcrowded , Qantas has lost it touch....I am so disappointed and am not sure if I will fly with them again but I have been collecting points for so long ......",January 2024,1,1,1,1,1,1,1,2
2,Nothing like what it used to be,"Was looking forward to flying Qantas because I hadn't used them in years and remember how good they were. Was so disappointed 😞 The seats were tiny! I am not a large woman and I was totally boxed in unable to even use the armrests. There were pillows on the seats, but absolutely impossible to put them anywhere but on your lap! My seat didn't have an iPad, after requesting one they eventually brought me one that had a broken charger cord and couldn't be charged and said ""this is all we have"". The food was ok but served in a cardboard box with a wooden fork and was difficult to eat with so little room to move. What happened to large trays with cutlery and tea cups and dessert, and a hot towl to wash your hands and face! Thank God for the free wine is all I can say. There is zero difference in the service to budget airlines so I won't be giving them my money any time soon.",February 2024,1,1,1,4,1,4,4,3
1,Plane changed last minute to smaller plane with less legroom than most domestic budget planes,The plane was downsized last moment to a plane with less legroom than most domestic budget airlines. Our booked seats were changed on arrival as they desperately tried to cram everyone into what seemed to be a budget plane painted in Qantas colours.,February 2024,1,1,3,3,1,3,3,3
1,Missing Luggage on arrival.,"Qantas left our baggage behind on purpose because the flight was too heavy. Didn’t tell us until we landed in another country. About 70 of us without bags and no compassion or even customer service. Handed a form to fill in with no apologies or sh*ts given. I’m here for a conference and had all my things I needed to host the seminar today packed in my check in bag that’s now still in Bris. I’ve had to go out and spend so much extra money to try organise myself.
Just had two friends message to tell me the same happened on their flights into NZ too. Just appalling respect for their customers.",March 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,Delayed flight + lost baggage + terrible service,"Awful, they cancel the flight and changed it to another one on the same day, that's ok but not a good start. When I got to Darwin my bag is not there, they brought it three days later, that's ok too but the customer service and communication is really bad",January 2024,-1,-1,-1,-1,-1,-1,-1,-1
1,Qantas experience.,"Their connecting flight was missed due to a delay in Auckland. The pilot on our flight from Auckland came on the intercom and said that all the people flying to Los Angeles had nothing to worry about because that flight was also delayed. A very rude attendant met us at our gate and told us to keep moving and go away. We had no idea where to but were aware that we would not be on the flight to Los Angeles. A 13 hour trip turned into a 25 hour nightmare. Qantas made no apology but justified their actions with their legal obligations and their contract with us. They decided to fly us to Melbourne first and then to Los Angeles. With multiple delays ( 5 hours in Sydney and 5 hours in Melbourne, and flying to Melbourne for 2 hours). The other “option” was to stay in Sydney, fly the next day, and go Coach instead of Business Class. In business class (a $7,000 ticket for each of us) we received very poor service. For most of the flight we didn’t see a flight attendant. When we asked for a piece of bread, or something, they came 20 minutes later.
Just a horrible experience.
One lady at the check-in counter in Sydney told us that she felt bad and gave us gift cards worth 90 Australian dollars … they were invalid. We have tried them several times. This is what Qantas thinks of their full paying customers!? Never again.",February 2024,5,5,3,1,1,3,1,3
2,Outdated aircraft and food,"oh dear me. I booked Qantas not because they were the cheapest, but I thought I'd pay a bit extra for extra service. they are the national flag carrier after all? pretty shocked by what I found - This was my first time flying Qantas long haul.

firstly the seat that I was in was broken - didn't recline at all. another passenger behind me on the return leg had the same problem so obviously they don't check and fix these kind of issues between trips. reclining is vital for comfort.

this was an a380 but must have been very early model which hadn't been updated. the usb is in the arm rest which is very inconvenient. modern planes have it next to the screen. but in any case mine was broken - so no power for the whole flight. good job I had my battery.

so I tried the on board video. it really felt about 10 or 15 years out of date. it was pressure sensitive - not like modern phones or pads which are capacitive touch sensitive. so to register a press I had to press hard into the screen, then it took about 10 seconds for it to register, by which time I'd pressed again , so it registered it twice, and then took me somewhere else.

the screen resolution looked about 300 lines - very fuzzy and grainy. no detail at all.

also, why are you advertising FORK LIFT TRUCKS when a video starts??? who's going to be buying one of those on a flight??? ""drinks, perfume, jewelry, fork lifts anyone?""

and please spare us the tedious 'safety' video which is full of qantas employees' 'my magic place' . no one cares, just go the safety video. it just makes it tediously long so you're less inclined to watch it.

food. grim. I've flown emirates, Thai, Japan, Singapore and others and I always get a collection of several dishes along with the main. like fruit, bread, crackers, the main and a dessert. Qantas just plonked one tray which was just the main in front of me, and a lump of bread - with NO BUTTER! what am I meant to do with that? just eat it dry?

the cutlery was wooden - yes the same you get from a take away on the street. the same useless knife and fork which are unable to cut and stab as is their purpose. I know they're probably going all eco with this, but it's better to have metal cutterely which actually works, and can be reused thousands of times. I don't want to feel like I'm at my local chippy.

the final insult was the Qantas app refused to show me my boarding pass on Singapore so I had to wait to get a paper copy. no error just no button to show it. worked fine all the other legs :/

can't say I'll be rushing to use Qantas again based on this experience",February 2024,2,2,1,4,3,3,4,1
1,Terrible customer service,Terrible customer service. Won't recommend to anyone I know. I'll never use them again. Flight attendants are discriminating people too.,December 2023,3,3,3,1,1,3,4,3
1,Heartless company,"Do not expect any customer care from Qantas. Not only is it impossible to speak to someone (our only option was to email customer care) they simply do not care about their customers. We cancelled a booking and were under the impression that the credit lasted 12 months. When we tried to use the credit it had expired much sooner than the 12 Months we expected and only by 2 days. They refused to extend the credit despite. We explained that we needed to fly for a family emergency and had a young baby in the mix with financial hardship. They couldn't have cared less, stuck to their arbitrary rule. We have always been loyal Qantas customers and it's no wonder customer satisfaction is waning. Will never fly with Qantas again.",May 2023,-1,-1,-1,1,-1,-1,-1,-1
1,"Think twice before booking Qantas, even if patronic","This is typical Qantas, delays yet again to Hawaii . Always !!
No notice, until just before boarding.
Do they care, not one bit.
Of course something wrong with the plane & need a new one. Who knows!!
So sick of their retric
We better get out with the curfew or ??!!
They just can not help themselves & the reputation continues to suck.
Business lounge at Sydney also very tired",February 2024,3,3,4,3,1,3,4,3
1,WORST AIRLINE,"Broken seats, broken entertainment, worst food, looks like a cheap budget airline.
overpriced for what you get. Shop around you would get better deals.",January 2024,2,1,1,2,1,1,2,1
1,An illusion of quality,"The place is amazing. The airline service is not.

Poor communication, mumbling staff and lost luggage.

All round just shoddy, customer service poor, very happy to let us sit and wait while they tried to look busy thinking of excuses not to work. Had 3 days in Sydney without clothes, each day being told to come back tomorrow to try again. Eventually discover my stuff is lost, purely through own detective work.

Won't be trusting them again the next time they say, ""don't worry about it we're on the case"".",February 2024,3,3,1,1,1,2,1,4
1,For a Premium airline they have really slipped.,"I couldn’t believe how poor the experience in business class has become. They ran out of all food in business class and I had a choice one dish. It was the Japanese bento box and it was dry and really poor quality. After spending 10 days in Japan will all the wonderful food options this was the worst I have had. It just seemed like the quality is not what it used to be. It is a shame that our national carrier has slipped so far, I’m not sure they will ever get back to what it was.",February 2024,3,3,2,2,1,4,4,1
1,Terrible experience with Qantas,"Old planes on both flights. Uncomfortable seats with no leg room.
My headset didn’t work on either flight, neither did 1/2 the plane, according to the staff.
Food was disgusting and inedible, I was almost sick.
Used to be a premium airline, now the absolute pitta",February 2024,1,1,1,5,1,3,4,1
1,The worst experience,"The worst flight experience. Hate change suddenly, non stop delay, plane malfunction, and everyone have to get off again. No body knows how long it will take to wait. Jesus Christ.",January 2024,-1,2,-1,1,1,1,1,2
1,My experience,I booked a flight from Christchurch to New Delhi. I didn’t check in because I didn’t have transit visa as I booked through expedia when I asked them to refund they blame that expedia is responsible for refund and viceversa. I mentioned my whole situation that currently I am on visitor visa and I am jobless and don’t have enough money to rebook the ticket again. But no one listened. Please help me I can’t work on tourist visa and no bank balance to stay in NZ,January 2024,-1,-1,-1,-1,-1,-1,-1,-1
2,Selling seats that aren’t available,"Booked flight 2 months ago with seat - checked in 24hrs before departure with a boarding pass…. only to get a TEXT message saying they had oversold the flight!!!
How does this happen in Australia??
Do better Qantas",February 2024,-1,-1,-1,-1,-1,-1,-1,-1
5,Great service and outstanding experience,"I have felt qantas service had dropped and staff did not care past few years while travelling. But honestly the service is 10/10 for this whole trip and staff have been the best we have seen. Qantas I support staff cuts as a customer, as this removes staff who just are not committed to their job. Keep up the great work. Cannot express how much I appreciate qantas staff and service this trip",January 2024,5,5,5,5,5,5,5,5
1,"QANTAS= HORRIBLE AIRLINE, HORRIBLE MANAGMENT.","No Entertainment system at all on for 13 hour flight home. Was issued dismal $100 flight pass for passenger for inconvenience (there was 6 of us 2 adults 4 kids) but you can only use 1 flight pass per future booking meaning we need 6 flights to use up each credit. DISGUSTING. HORRIBLE AIRLINE, HORRIBLE MANAGMENT. ABSOLUTLEY SHAME ON THEM. IF the Australian Government didn't protect them so much they would be out of business because the average person on the street HATES THEM but has no other choice.",December 2023,2,2,1,1,1,2,2,2
1,Qantas has lied on flight/seat availability!,"After got my direct flight from Sydney to JKT cancelled, I was book for another flight via/transit in Singapore and supposed to catch the same day flight from Singapore to JKT.

However the flight delayed and I couldn't catch the flight to JKT tonight and is booked to Garuda flight on the next day. I was for sure not happy with all those changes and request for Singapore Airlines flight to JKT but Qantas ground staff told me that there is no seat available on either SQ 950 or SQ 956.

And guess what, when I checked directly to SQ website, there are plenty available seats that I can choose to fly. I believed Qantas HAS LIED to me - and perhaps another passenger. Maybe they just dont want to pay more or too lazy to accommodate their passenger request that they put me on Garuda passenger. Beware, Qantas will change your flight schedule, put you on other flight etc without your consent! I am totally pissed off",January 2024,-1,-1,-1,-1,-1,-1,-1,-1
